,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
71,71,71,71,71,71,71,71,236,1636148068921376768,Gaia DR3 604921198472075008,604921198472075008,1094629183,2016.0,132.86996312231452,0.013639984,11.866647749676654,0.007380472,1.153299274447539,0.016245782,70.990685,11.392078,-11.027758404833849,0.017346779,-2.8579704339902987,0.013751802,-0.2431413,-0.00022335285,-0.08643543,0.004528481,0.121167146,0.034114875,0.075113304,0.2938323,-0.07957684,-0.28696844,391,391,390,1,1.1144502,631.5232,0.06030795,4.85026,31,True,1.5477225,,,,,,,,45,18,0.025508927,47,8,0,0.07848369,18.059362,0,0,1.0395525,,,,,,,,,False,384,188734.6952771721,38.81489,4862.43,12.497738,40,99674.07352325096,43.033436,2316.2007,12.842087,40,126781.38933038454,54.89941,2309.3398,11.990256,1.1998613,0,0,0,0,0,0.8518305,0.3443489,0.5074816,33.879185,1.1572961,1,22,11,14,25.07781,-0.60003346,0.5487251,902.3618,20.979467,5500.0,4.0,-0.25,111,9.774945,6.1648083,7.0,11.728943,0.02286895,11,24.26531,NOT_AVAILABLE,215.6463669915923,31.96411582064491,131.9843785471637,-5.545384095471015,False,False,0,True,True,True,False,False,True,True,False,1.0286146e-13,5.137878e-13,0.9999169,5755.3438,5706.876,5812.632,3.8258,3.7882,3.8564,-0.1052,-0.1523,-0.0486,764.5068,747.9987,801.1459,0.1561,0.1259,0.1898,0.1308,0.1054,0.1593,0.0702,0.0565,0.0854,MARCS,0.059926179549197
72,72,72,72,72,72,72,72,238,1636148068921376768,Gaia DR3 604917972952399232,604917972952399232,1238748922,2016.0,132.9058083722677,0.012455074,11.834794012600288,0.006371849,1.1779633520914006,0.0155972345,75.523865,11.720696,-11.297739293957925,0.016021643,-3.1202253359037333,0.01162114,-0.26711026,0.032918062,-0.07983188,-0.054916795,0.03490158,-0.004995939,0.046253975,0.34261206,-0.3051806,-0.27329165,432,432,430,2,-2.5182455,554.9207,0.046170212,3.1336794,31,False,1.568759,,,,,,,,50,17,0.023415571,53,8,0,0.0922562,14.591667,0,0,0.91411924,,,,,,,,,False,435,199560.251502756,37.85415,5271.82,12.437181,47,109638.51944404509,53.630424,2044.3344,12.738634,47,128349.9324249844,42.26925,3036.4849,11.976907,1.1925644,0,2,0,0,0,0.76172733,0.30145264,0.4602747,32.783794,1.252479,1,20,7,12,24.899248,0.6498584,0.8679787,851.52484,10.03532,6000.0,4.0,0.0,222,,,,11.760761,0.033922028,13,25.01076,NOT_AVAILABLE,215.69777198528072,31.98265827445964,132.02700139338015,-5.566495142866143,False,False,0,True,True,True,False,False,True,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5952.494,5900.869,6009.4775,3.8465,3.8096,3.8762,-0.3551,-0.4178,-0.3017,767.3931,748.9541,790.7355,0.0361,0.0132,0.0602,0.0305,0.0111,0.051,0.0164,0.0059,0.0274,PHOENIX,0.0599852569977619
73,73,73,73,73,73,73,73,239,1636148068921376768,Gaia DR3 604918213472162432,604918213472162432,1159302849,2016.0,132.89293114779957,0.02704623,11.852903646602671,0.013802538,1.166103632371453,0.03296236,35.376827,10.954403,-10.599170365839893,0.035201974,-2.7670431843476946,0.02525394,-0.21114306,0.039450783,0.15400949,-0.019951517,0.085994326,0.012803369,0.08890598,0.29756236,-0.27857298,-0.14925835,407,407,404,3,-1.2857571,2445.3396,0.20745756,61.660152,95,False,,1.6477262,0.0044647525,-0.030905703,-0.16530545,-0.12912516,-0.054208595,0.20605294,46,16,0.050163314,53,53,0,0.07606323,10.379757,0,0,0.9539509,,,,,,,,,False,427,838515.4300813493,383.06152,2188.9836,10.87859,48,545462.0687664928,593.7283,918.7066,10.996631,47,433108.8943036003,266.87216,1622.9077,10.656403,1.167028,0,0,0,0,0,0.34022808,0.11804104,0.22218704,30.687132,3.0798562,1,22,8,12,60.08609,6.9737215,7.049916e-14,751.097,42.593796,7500.0,4.0,0.25,555,64.90355,11.885741,11.0,10.548967,0.02368114,11,61.650005,NOT_AVAILABLE,215.6721643037204,31.97878661483531,132.00986631477096,-5.552497244194412,False,False,2,True,True,True,False,False,True,True,False,1.04180573e-13,5.203767e-13,0.9997864,7655.845,7645.849,7665.2275,3.6064,3.5946,3.6166,-0.221,-0.2214,-0.2203,1021.6365,1010.2156,1034.6744,0.1496,0.1458,0.1534,0.137,0.1334,0.1405,0.0731,0.0712,0.075,MARCS,0.060052729976773
74,74,74,74,74,74,74,74,242,1636148068921376768,Gaia DR3 604911582041107456,604911582041107456,18476103,2016.0,132.80117906395006,0.01548831,11.77257446108628,0.00848188,1.177189770343793,0.018794173,62.63589,11.316356,-10.928402398616072,0.019322172,-2.9376746116415733,0.014158753,-0.23932864,-0.008348355,-0.07716979,0.06919362,0.15827978,0.10029302,-0.023201533,0.29211044,-0.13499062,-0.20084314,361,0,360,1,4.7165394,580.76764,0.06629706,4.4574604,31,False,1.5663764,,,,,,,,42,18,0.027703317,44,8,0,0.09178283,12.9833765,0,0,1.1811395,0.3429612,0.56103,0.34355095,0.24512884,-176.62811,10.6471815,-55.862564,-17.868362,False,373,112975.99492102295,28.6438,3944.1692,13.054901,44,61811.54052610461,35.785755,1727.2666,13.360868,42,73199.12083860839,29.523264,2479.3708,12.586631,1.1950384,0,1,0,1,0,0.77423763,0.30596733,0.4682703,32.905056,1.5963826,2,22,7,16,17.149944,,,902.36163,,5750.0,4.5,-0.5,101,,,,12.372794,0.06661893,15,,NOT_AVAILABLE,215.71382847344825,31.86360048835864,131.94496215598016,-5.654212713366551,False,False,0,True,True,False,False,False,False,True,False,1.0355536e-13,5.1725383e-13,0.99984825,5982.6045,5859.064,6034.1724,4.006,3.9851,4.0255,-0.3561,-0.4465,-0.3281,785.1292,754.0202,820.1576,0.0785,0.018,0.1066,0.0664,0.0152,0.0905,0.0357,0.0081,0.0486,PHOENIX,0.0607021553012048
75,75,75,75,75,75,75,75,244,1636148068921376768,Gaia DR3 604916564203137280,604916564203137280,363211711,2016.0,132.9051594687394,0.016800072,11.782137561557407,0.00863735,1.1426469907698855,0.020119041,56.794308,11.608537,-11.203190475984515,0.020745413,-3.0408304489035083,0.01512549,-0.23472942,-0.09561312,-0.13223921,0.0075791865,0.078429915,0.02482495,-0.009625415,0.3005769,-0.24530184,-0.22967865,440,0,440,0,3.1677213,538.8101,0.051729046,1.7969502,31,False,1.5568938,,,,,,,,50,18,0.030015824,53,10,0,0.08391316,14.967255,0,0,1.1085026,0.34861636,0.5925914,0.2875816,0.22370647,-169.01805,8.514673,-50.71038,-14.306547,False,440,54405.682487719096,8.702234,6251.9214,13.848256,45,29222.009545936475,16.59776,1760.5997,14.174267,42,35936.956438120964,18.327703,1960.7998,13.359042,1.19765,0,0,0,1,0,0.81522465,0.3260107,0.48921394,40.000797,5.2260485,2,22,7,12,9.142072,,,902.3618,,5750.0,4.5,-0.5,101,,,,13.129403,0.05894843,17,,NOT_AVAILABLE,215.75382913028807,31.96003699990193,132.04078348724468,-5.617337671574544,False,False,0,False,False,False,False,False,True,True,False,1.0423116e-13,5.206294e-13,0.9997813,5813.066,5808.657,5817.35,4.2565,4.2335,4.2868,-0.2859,-0.2937,-0.2798,756.4918,726.9125,778.2724,0.1152,0.1117,0.1185,0.0971,0.0941,0.0998,0.0523,0.0506,0.0538,MARCS,0.0607517749966106
76,76,76,76,76,76,76,76,251,1636148068921376768,Gaia DR3 604916529843405696,604916529843405696,806213046,2016.0,132.8926429456758,0.024951104,11.764866788016889,0.012529642,1.065430474236935,0.030392066,35.056206,11.170519,-10.810158459287708,0.03005898,-2.8144192085283484,0.021248741,-0.29206142,-0.19984221,-0.20575711,0.04935032,0.07583728,0.053479567,-0.03317959,0.36547905,-0.21490338,-0.24730182,404,0,404,0,2.7494292,494.2427,0.073459536,1.923809,31,False,1.5013374,,,,,,,,46,17,0.044145267,49,10,0,0.039365355,22.63152,0,0,1.0980289,0.37126228,0.60653186,0.2662422,0.16932723,-165.14401,10.359104,-47.345455,-11.801712,False,409,24561.868448511406,4.84695,5067.4893,14.711714,43,11815.57983608288,17.534983,673.829,15.157405,45,18166.87091368912,17.55808,1034.673,14.099695,1.220691,0,3,0,0,0,1.0577097,0.4456911,0.6120186,33.87908,4.6133056,2,22,5,10,5.0015287,,,870.8796,,5000.0,3.0,-0.25,111,,,,13.74573,0.0983112,17,,NOT_AVAILABLE,215.76626096457363,31.94167533033369,132.03365725084453,-5.637290755136862,False,False,0,True,True,False,False,False,True,True,False,1.0337514e-13,5.1635394e-13,0.99986607,5035.472,5023.6904,5050.314,4.3433,4.3306,4.3547,-0.1121,-0.124,-0.1003,841.3669,826.0108,860.6794,0.0469,0.037,0.0592,0.0376,0.0297,0.0476,0.02,0.0157,0.0252,MARCS,0.0614697898271223
77,77,77,77,77,77,77,77,255,1636148068921376768,Gaia DR3 604920957953908864,604920957953908864,542158293,2016.0,132.8066858189857,0.014271235,11.855077647183508,0.00784729,1.1547919457577276,0.01880203,61.418472,11.425123,-10.991314316018505,0.018384174,-3.118405635862671,0.012661334,-0.26901868,-0.043760415,0.028752618,0.03219359,0.15629947,0.08355035,-0.006480203,0.48174125,-0.16738807,-0.26720542,380,9,380,0,-2.1845033,319.98724,0.0,0.0,31,False,1.5774407,,,,,,,,44,17,0.027085437,46,8,0,0.081961654,13.694539,0,0,0.92043847,,,,,,,,,False,384,77638.45492669505,14.820975,5238.4175,13.462174,41,43445.26664711215,35.845787,1212.0048,13.743686,39,49191.18625906672,25.007608,1967.0488,13.018177,1.1931775,0,0,1,0,0,0.7255087,0.2815113,0.44399738,33.407623,2.608287,2,15,2,10,9.1575,,,902.36176,,6000.0,4.5,-0.5,101,,,,12.785281,0.034882978,13,,NOT_AVAILABLE,215.6282412665725,31.90302482159148,131.927659742358,-5.5733466493859405,False,False,0,True,True,False,False,False,True,True,False,1.0615666e-13,5.3024723e-13,0.9995907,5994.736,5973.3105,6023.3433,4.1955,4.1695,4.2374,-0.3189,-0.3383,-0.297,768.0021,734.0493,788.0526,0.0422,0.0298,0.0586,0.0359,0.0254,0.05,0.0194,0.0137,0.027,MARCS,0.0618889641967155
78,78,78,78,78,78,78,78,257,1636148068921376768,Gaia DR3 604921374566324992,604921374566324992,1425978361,2016.0,132.83199152304246,0.015756628,11.869638921895689,0.008829118,1.1417129723773067,0.020467909,55.780636,11.625345,-11.141366496938833,0.020422442,-3.3194285431144994,0.014977599,-0.29816693,-0.056973763,0.05187478,-0.041219078,0.17267235,0.03532069,0.09176818,0.45702434,-0.121468425,-0.297766,374,0,369,5,-2.1333697,310.57898,0.0,0.0,31,False,1.5563096,,,,,,,,43,17,0.030267222,45,7,0,0.07861139,13.9805,0,0,0.9210922,0.4009163,0.5605505,0.3315073,0.20524622,-174.90097,11.611328,-55.63285,-19.942316,False,367,59806.57208404143,22.196028,2694.472,13.745495,39,32109.14637113445,42.713566,751.7318,14.07197,36,39631.96144262363,39.888454,993.56976,13.252782,1.1995523,0,0,0,0,0,0.8191881,0.32647514,0.49271297,29.12069,4.43212,2,23,7,14,9.759143,,,902.36176,,6000.0,4.5,0.0,222,,,,12.9861355,0.0485051,16,,NOT_AVAILABLE,215.62485618896253,31.931609678970062,131.94763237692186,-5.552605569073953,False,False,0,True,True,False,False,False,True,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5742.4233,5718.8755,5771.74,4.2384,4.2261,4.2558,-0.5679,-0.5933,-0.5351,822.5207,799.266,839.7117,0.0923,0.0788,0.1105,0.0777,0.0663,0.093,0.042,0.0358,0.0503,MARCS,0.0621960453708718
79,79,79,79,79,79,79,79,259,1636148068921376768,Gaia DR3 604917045239468544,604917045239468544,224917375,2016.0,132.91266321981394,0.015150136,11.798712202154752,0.008083563,1.1531446485802408,0.018383171,62.728275,11.223718,-10.788181690663542,0.019796727,-3.0962831572234144,0.016049644,-0.34307545,-0.13416435,-0.072017,-0.08257148,0.149998,-0.032681108,0.13375376,0.30199012,-0.20224111,-0.36840484,429,0,429,0,0.20102179,431.40036,0.0,0.0,31,False,1.5542178,,,,,,,,49,18,0.029983133,53,10,0,0.07200695,15.2471,0,0,1.0061232,0.3771561,0.6032295,0.3071996,0.16265409,-173.66162,11.844157,-53.471146,-12.583643,False,433,71224.60218222758,9.909212,7187.716,13.555792,48,38153.84420115416,25.270136,1509.8394,13.884696,46,47273.45355393073,27.007286,1750.3962,13.061352,1.1994071,0,2,0,2,0,0.82334423,0.32890415,0.49444008,33.97882,2.6488032,2,23,5,11,11.343984,,,902.3618,,6000.0,4.5,0.0,222,,,,12.749909,0.059276458,18,,NOT_AVAILABLE,215.7397140009353,31.973648841021923,132.04335368250614,-5.599389655175563,False,False,0,False,False,False,False,False,True,True,False,1.03910167e-13,5.1902607e-13,0.99981314,5708.9976,5676.0903,5734.4688,4.1248,4.0844,4.1601,-0.1828,-0.2136,-0.1645,775.1027,747.4237,807.2445,0.0585,0.0395,0.074,0.049,0.033,0.0621,0.0263,0.0177,0.0334,MARCS,0.0623612012372571
80,80,80,80,80,80,80,80,269,1636148068921376768,Gaia DR3 604921271487287296,604921271487287296,1132844774,2016.0,132.86787429806353,0.013058177,11.871523661310622,0.006937238,1.1410040755521444,0.015420845,73.99102,11.562063,-11.152300603046722,0.016148904,-3.0508183111588667,0.011813475,-0.22738016,-0.036871344,-0.16322072,0.041542143,0.08072821,0.061515205,-0.08057942,0.29592043,-0.17439194,-0.2697248,382,364,382,0,-0.7209475,548.29877,0.04585384,2.6672099,31,False,1.5730865,,,,,,,,44,18,0.0235547,46,9,0,0.08345128,17.547915,0,0,0.9729836,,,,,,,,,False,394,162286.13188209635,36.638454,4429.3936,12.661663,42,89756.112250778,38.26329,2345.75,12.955882,42,103685.66702423582,43.050014,2408.4932,12.208599,1.1919798,0,2,0,0,0,0.747283,0.29421902,0.45306396,34.68574,1.9957101,1,22,13,12,21.359001,4.1076446,0.35643736,902.3618,14.543848,6000.0,4.0,-0.25,111,,,,11.962572,0.030227732,9,20.96904,NOT_AVAILABLE,215.64013869717684,31.964297358623305,131.98107021183586,-5.541247650765731,False,False,0,True,True,True,False,False,True,True,False,1.0319298e-13,5.1544375e-13,0.9998841,6022.6753,6009.6953,6034.9907,4.0053,3.9959,4.014,-0.2454,-0.2581,-0.2343,843.0359,830.4827,856.3218,0.1009,0.0934,0.1086,0.086,0.0796,0.0926,0.0464,0.0429,0.0499,MARCS,0.0639664418641494
81,81,81,81,81,81,81,81,289,1636148068921376768,Gaia DR3 604917934296937344,604917934296937344,1803356461,2016.0,132.91341313065172,0.01341863,11.834389287204552,0.006906344,1.1954023448326825,0.016103806,74.23104,11.453071,-11.010030626412206,0.016585534,-3.1546867036372594,0.011799583,-0.21592368,-0.014859016,-0.13802418,-0.00014039973,0.044239793,0.02702246,-0.03883445,0.3054636,-0.2867227,-0.1985313,454,454,449,5,1.288758,906.1478,0.073538065,8.493656,31,False,1.5739367,,,,,,,,52,18,0.023842061,55,11,0,0.0798444,12.57294,0,0,1.0427967,,,,,,,,,False,446,270913.2805538496,50.81768,5331.083,12.105291,47,150466.00756857308,53.157993,2830.5435,12.394946,45,172373.5583536403,83.72474,2058.8127,11.656719,1.1916713,0,0,0,0,0,0.7382269,0.28965473,0.44857216,34.80347,0.8969508,1,28,10,14,36.190514,-0.26389986,0.7659194,902.3618,15.049124,6500.0,4.0,0.0,444,8.327738,16.35114,14.0,11.471137,0.01737723,18,35.308487,NOT_AVAILABLE,215.70187714258765,31.98924917950401,132.03430822788997,-5.564859275633364,False,False,0,True,True,True,False,False,True,True,False,1.03910167e-13,5.1902607e-13,0.99981314,6047.3643,6041.3916,6053.8184,3.8692,3.861,3.8772,-0.3143,-0.3191,-0.3098,831.742,820.1282,843.9112,0.0378,0.0345,0.0414,0.0321,0.0293,0.0351,0.0173,0.0157,0.0189,PHOENIX,0.0666845805287119
82,82,82,82,82,82,82,82,290,1636148068921376768,Gaia DR3 604921030968952832,604921030968952832,669794703,2016.0,132.80559504321192,0.0131185595,11.861146681281866,0.007166255,1.1503627269383438,0.016465483,69.865105,11.442795,-11.098058500565765,0.015708692,-2.7875892145113923,0.011526256,-0.27428386,-0.19224872,-0.09137225,0.078701995,0.1478395,0.08668099,-0.029245159,0.40635034,-0.20114724,-0.27880776,382,0,381,1,-0.041439313,395.58667,0.0,4.1457325e-15,31,False,1.4666017,,,,,,,,44,18,0.02327954,46,9,0,0.08989904,10.240446,3,0,0.9976033,0.4111469,0.5491497,0.28114513,0.25571418,-169.35907,10.477903,-53.388153,-18.694931,False,398,105493.09184198309,198.83391,530.55884,13.129307,42,46471.39136307123,342.71933,135.59605,13.670578,44,84192.73819273409,421.1267,199.92258,12.434709,1.2386037,0,0,0,0,0,1.2358694,0.5412712,0.6945982,28.816057,6.4210706,2,18,6,13,17.589422,,,870.9537,,4500.0,3.5,0.0,222,,,,12.122034,0.055846293,12,,VARIABLE,215.62122142557703,31.90459271278828,131.92497144098698,-5.567795625895625,False,False,0,True,True,False,True,False,False,True,False,1.02396654e-13,5.1146614e-13,0.9999629,,,,,,,,,,,,,,,,,,,,,,,0.0671262393510932
83,83,83,83,83,83,83,83,292,1636148068921376768,Gaia DR3 604921271487102464,604921271487102464,423039707,2016.0,132.85629405396207,0.012902375,11.87744089449727,0.0074763563,1.14643050404975,0.016195301,70.78785,11.055662,-10.672398106924422,0.015677065,-2.88575516255783,0.011681987,-0.26449016,-0.103803694,-0.06311682,0.054204516,0.034246583,0.03809116,-0.017258395,0.40345424,-0.20179966,-0.29696593,360,0,357,3,1.0641093,407.10974,0.0,0.0,31,False,1.5687162,,,,,,,,42,19,0.02327568,43,9,0,0.08499954,17.11168,0,0,1.0394126,0.32973087,0.52081203,0.25188744,0.25773078,-163.05107,10.722804,-47.949852,-22.856787,False,331,106432.30639838596,28.440678,3742.2563,13.119683,37,58459.91154195533,36.341335,1608.6342,13.421397,34,68656.84582122663,34.87894,1968.4326,12.656186,1.1943437,0,1,0,0,0,0.7652111,0.30171394,0.46349716,34.312874,1.7137,2,24,11,16,15.705497,,,902.3618,,6000.0,4.5,-0.25,111,,,,12.448558,0.0234523,13,,NOT_AVAILABLE,215.62821926887145,31.956476054703355,131.9684972281073,-5.538634012200227,False,False,0,True,True,False,False,False,True,True,False,1.0366049e-13,5.177789e-13,0.9998378,6042.274,6032.8276,6051.848,4.1287,4.1187,4.1412,-0.2633,-0.2712,-0.2562,833.9774,816.1336,848.1968,0.0775,0.0726,0.0825,0.0657,0.0615,0.07,0.0353,0.033,0.0376,PHOENIX,0.0677268577372739
84,84,84,84,84,84,84,84,295,1636148068921376768,Gaia DR3 604914601402325504,604914601402325504,1155217035,2016.0,132.78488564648407,0.014311145,11.786694995186608,0.007930671,1.209730078391315,0.016779106,72.097404,11.310151,-10.963407041720847,0.01831594,-2.7790705363316794,0.012862199,-0.27794388,-0.071115665,-0.14186262,0.06070701,0.15131594,0.066814326,-0.097726285,0.0674854,-0.106923066,-0.16035992,350,350,344,6,1.0163158,621.14276,0.072590105,7.6598935,31,False,1.4842726,,,,,,,,40,17,0.025771502,41,9,0,0.08777601,11.46251,0,0,1.0382884,,,,,,,,,False,347,264937.12280524895,53.411026,4960.345,12.12951,40,122691.11537209163,58.00932,2115.0242,12.616509,39,201951.75126770945,56.95449,3545.8442,11.4847765,1.2253581,0,0,0,0,0,1.131733,0.4869995,0.6447334,34.148983,0.4261469,1,25,4,15,40.710255,-0.21309318,0.49186996,870.8796,5.7222996,5000.0,3.5,0.0,222,6.0985804,9.380189,21.0,11.222392,0.010828551,21,41.8341,NOT_AVAILABLE,215.6908665126463,31.85503037226305,131.92568314531167,-5.644954060486018,False,False,0,True,True,True,False,False,True,True,False,1.0226415e-13,5.108043e-13,0.99997604,4863.1006,4862.185,4864.182,3.1345,3.1241,3.146,-0.2628,-0.2646,-0.2611,862.8115,851.6986,873.3127,0.0003,0.0,0.001,0.0003,0.0,0.0008,0.0001,0.0,0.0005,PHOENIX,0.0678691414864774
85,85,85,85,85,85,85,85,301,1636148068921376768,Gaia DR3 604920824810533376,604920824810533376,46500186,2016.0,132.78489103549325,0.014038834,11.835494425241782,0.007866524,1.1469201738403147,0.018142264,63.21814,11.533,-11.103540712604516,0.01738515,-3.1179265256072126,0.01280846,-0.29629818,-0.15565068,-0.08250927,0.04714908,0.14870377,0.07335477,-0.029202543,0.4391068,-0.2325114,-0.31866473,378,0,376,2,-1.2059014,341.39273,0.0,0.0,31,False,1.5722109,,,,,,,,44,18,0.026059996,45,9,0,0.079007775,14.212646,0,0,0.95517325,0.37780517,0.5473621,0.28228265,0.24790742,-171.326,11.504173,-54.602768,-20.13914,False,382,79857.95991020184,17.511324,4560.361,13.431571,43,44173.620671107165,26.127375,1690.7026,13.725635,39,51022.38792625745,18.451263,2765.2517,12.978494,1.1920667,0,1,0,0,0,0.7471409,0.29406357,0.45307732,33.59814,2.9107392,2,18,6,13,10.447368,,,870.9536,,6000.0,4.5,-0.25,101,,,,12.733593,0.08616824,12,,NOT_AVAILABLE,215.63868462794312,31.875459013336123,131.91237542535657,-5.597986110853536,False,False,0,True,True,False,False,False,False,True,False,1.0493143e-13,5.241272e-13,0.999712,,,,,,,,,,,,,,,,,,,,,,,0.0686456856321167
86,86,86,86,86,86,86,86,304,1636148068921376768,Gaia DR3 604917148318677120,604917148318677120,553626306,2016.0,132.9200212614001,0.014751992,11.818209499276277,0.0076909093,1.1391250114179854,0.018161768,62.721043,11.265468,-10.885528442510711,0.018803332,-2.901041344737817,0.013560745,-0.26501215,-0.061371695,-0.12539475,-0.006066787,0.08772365,0.027652998,-0.017655715,0.32643527,-0.2703771,-0.25609335,447,0,446,1,-1.4954181,399.59204,0.0,0.0,31,False,1.5711745,,,,,,,,51,18,0.027358128,54,10,0,0.07886791,14.218714,0,0,0.94932866,0.32471278,0.5893069,0.284564,0.20572497,-171.34135,9.465935,-52.241577,-15.55931,False,465,64909.25290674949,11.001376,5900.103,13.6566,52,35879.85729511259,26.026894,1378.5686,13.951415,50,41602.03444161028,20.765905,2003.3817,13.2001095,1.1936957,0,1,0,2,0,0.7513056,0.29481506,0.45649052,34.157467,2.5252814,2,27,6,16,10.796458,,,902.3618,,6250.0,4.5,0.0,222,,,,13.046315,0.0673505,23,,NOT_AVAILABLE,215.72239418106707,31.988352247435543,132.04498567863735,-5.578668170502209,False,False,0,True,True,False,False,False,False,True,False,1.0565753e-13,5.2775406e-13,0.9996401,6025.9526,6015.4785,6034.6426,4.2793,4.267,4.2966,-0.305,-0.3135,-0.297,831.8182,810.1599,849.0256,0.0419,0.0367,0.0466,0.0355,0.0311,0.0395,0.0191,0.0167,0.0213,PHOENIX,0.0690228115796127
87,87,87,87,87,87,87,87,307,1636148068921376768,Gaia DR3 604911650760586624,604911650760586624,1493683669,2016.0,132.79126622156454,0.019678392,11.77136341698232,0.010847832,1.163338028142793,0.023201715,50.140175,11.220858,-10.715528935941837,0.02386612,-3.329425974439304,0.01755978,-0.26326624,-0.11927039,-0.18950573,0.08373817,0.17766613,0.112963654,-0.09482077,0.27294964,-0.120413594,-0.22441351,372,0,371,1,0.89357907,397.79724,0.0,0.0,31,False,1.5449502,,,,,,,,43,18,0.03461051,45,10,0,0.090109386,12.840585,1,0,1.0322882,0.35568857,0.54771185,0.31685603,0.26397508,-176.63737,9.990623,-56.313614,-19.47244,False,380,33351.47463682845,6.7288136,4956.516,14.37958,38,17565.814133339674,19.926594,881.5262,14.7268715,40,22598.007257704627,15.76344,1433.5708,13.8627205,1.2042593,0,1,0,1,0,0.864151,0.34729195,0.51685905,27.755007,3.8864253,2,24,6,15,6.0563083,,,902.36163,,6000.0,4.5,0.0,222,,,,13.543272,0.06033058,19,,NOT_AVAILABLE,215.71033717407548,31.85428127184772,131.93590730432527,-5.658013646662654,False,False,0,False,False,False,False,False,True,True,False,1.0316112e-13,5.1528454e-13,0.9998872,5786.156,5766.562,5816.3,4.3669,4.3279,4.3858,-0.3109,-0.3283,-0.286,810.6694,787.2171,858.0828,0.1418,0.1324,0.1573,0.1184,0.1105,0.1314,0.0635,0.0592,0.0704,PHOENIX,0.0692721590034174
