,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
106,106,106,106,106,106,106,106,405,1636148068921376768,Gaia DR3 604916873440769152,604916873440769152,1133221570,2016.0,132.93777157402997,0.02118302,11.796090555435972,0.011524402,1.2508955092582283,0.025373273,49.299732,11.414781,-11.059723362953845,0.025896436,-2.8248425056310698,0.01866225,-0.20596036,0.024308274,-0.09101047,0.02121971,-0.0034010506,0.0298289,-0.054412074,0.31105226,-0.27859342,-0.16345857,445,445,429,16,9.737625,2488.0923,0.17324623,48.139687,31,False,1.4709861,,,,,,,,50,18,0.037001908,57,12,1,0.059929308,12.862077,0,0,1.3515182,,,,,,,,,False,426,611558.8935770937,165.85425,3687.3274,11.2212715,49,274072.6088364597,133.78146,2048.6592,11.743878,49,480075.46633131074,142.64156,3365.6074,10.544621,1.2331569,0,0,0,0,0,1.1992569,0.52260685,0.67665005,33.107597,0.20669478,1,26,8,13,76.40819,-0.5768052,0.56054926,902.3618,2.7970543,5000.0,3.0,-0.25,222,6.894873,4.0587664,17.0,10.275027,0.009078948,17,80.57596,NOT_AVAILABLE,215.7546552057088,31.994870160929786,132.06783394602778,-5.595222151839715,False,False,0,True,True,True,False,False,False,True,False,1.0217996e-13,5.103838e-13,0.9999844,,,,,,,,,,,,,,,,,,,,,,,0.0870277548587013
107,107,107,107,107,107,107,107,414,1636148068921376768,Gaia DR3 604919480485158784,604919480485158784,226071451,2016.0,132.92646568694238,0.015411949,11.85639705755515,0.00791359,1.2151630265626014,0.019492233,62.34088,11.214637,-10.844358822642228,0.019837135,-2.857966022213159,0.013193819,-0.20313439,0.122543775,-0.020437624,0.016256496,0.06506911,0.06976156,-0.07781033,0.40551162,-0.29351267,-0.1716212,462,462,449,13,1.3074241,1154.8457,0.098666474,15.710051,31,True,1.4656475,,,,,,,,52,17,0.02850662,57,10,0,0.06439176,11.518982,0,0,1.043432,,,,,,,,,False,470,769340.5740985831,118.56099,6488.986,10.972071,55,340492.605139899,138.65175,2455.7397,11.508273,54,610788.3292976603,164.55933,3711.6604,10.283169,1.2364887,0,1,0,1,0,1.2251043,0.53620243,0.6889019,33.660877,0.19562864,1,29,9,14,93.83354,0.49602947,0.12940435,902.3619,2.8984833,4750.0,3.0,0.0,222,7.636836,2.3103158,17.0,10.008035,0.0062990296,17,100.855644,NOT_AVAILABLE,215.6846073895448,32.010058739162545,132.04064085937685,-5.540205560736885,False,False,0,True,True,True,False,False,False,True,False,1.02151774e-13,5.10243e-13,0.99998724,,,,,,,,,,,,,,,,,,,,,,,0.0880538377737808
108,108,108,108,108,108,108,108,417,1636148068921376768,Gaia DR3 604921512005266048,604921512005266048,1689249793,2016.0,132.85904725233848,0.014659518,11.897760851989633,0.007782079,1.1845211386424317,0.017008891,69.64129,11.338336,-11.021045358810452,0.018284168,-2.663536525384217,0.013138056,-0.17414996,-0.08800985,0.0907893,0.17711544,0.07050967,0.12330638,-0.022224024,0.3198718,-0.15188883,-0.1536373,362,362,356,6,-1.3779466,650.09576,0.06981795,6.6179423,31,False,1.4662077,,,,,,,,41,19,0.025985274,46,7,1,0.057013687,17.57879,0,0,0.9475133,,,,,,,,,True,365,1558279.2177315587,218.91473,7118.2017,10.205753,43,688610.5767318016,169.32433,4066.8142,10.7436075,42,1237894.786514572,259.0839,4777.9688,9.516186,1.2363031,0,26,0,0,0,1.2274218,0.5378542,0.68956757,34.22529,0.15635623,1,19,9,12,115.257515,-0.37055212,0.36371556,882.9331,1.4268951,4750.0,2.5,0.0,222,9.761003,1.5801696,9.0,9.242211,0.0074401186,9,129.20555,NOT_AVAILABLE,215.60778705912105,31.96741533531916,131.96555278365503,-5.518346827976609,False,False,0,True,True,True,False,False,False,True,False,1.0222231e-13,5.1059526e-13,0.9999802,4654.7744,4647.1685,4660.7275,2.3382,2.3129,2.3675,-0.1809,-0.1828,-0.1778,925.61,894.8407,952.6426,0.0554,0.048,0.0619,0.0431,0.0373,0.0482,0.0226,0.0195,0.0253,MARCS,0.0882115402775437
109,109,109,109,109,109,109,109,422,1636148068921376768,Gaia DR3 604910379450263168,604910379450263168,1187072653,2016.0,132.8409452969852,0.020047557,11.721588315349422,0.010644344,1.1321132925613555,0.024230558,46.722546,11.355031,-11.01293650027175,0.024216602,-2.766215817611533,0.017549675,-0.31363007,-0.21716446,-0.1877765,-0.006899288,0.15074857,0.03744679,0.0046262285,0.33546022,-0.1789407,-0.2545996,379,9,378,1,-0.30548167,371.08887,0.0,0.0,31,False,1.5524639,,,,,,,,44,18,0.03545141,46,10,0,0.052584432,20.302721,0,0,0.9879462,,,,,,,,,False,387,34828.18709135815,7.1204815,4891.2686,14.33254,45,18558.99926980217,11.553733,1606.3206,14.667156,44,23179.239194759284,19.669971,1178.4073,13.835148,1.198404,0,0,0,0,0,0.83200836,0.33461666,0.4973917,28.441637,4.252386,2,19,9,11,5.8071556,,,870.9535,,5750.0,4.5,0.0,111,,,,13.526402,0.18593128,11,,NOT_AVAILABLE,215.7875527044881,31.877579402989287,131.99653667506837,-5.69270243186446,False,False,0,False,False,False,False,False,True,True,False,1.0414262e-13,5.2018714e-13,0.99979013,5752.0303,5736.7515,5771.4106,4.3397,4.3138,4.3569,-0.2512,-0.2661,-0.2343,846.7996,825.8444,879.5705,0.0339,0.0254,0.0436,0.0283,0.0212,0.0364,0.0151,0.0113,0.0195,PHOENIX,0.0888498033404135
110,110,110,110,110,110,110,110,426,1636148068921376768,Gaia DR3 604916667282344576,604916667282344576,476769086,2016.0,132.93331447306122,0.013947771,11.773469588156832,0.007399555,1.1928675245477285,0.01707695,69.85249,11.412195,-11.064008059202138,0.017265555,-2.7974852376801067,0.012669017,-0.23195308,-0.0153825395,-0.11380429,0.004725619,-0.008823621,0.006102861,-0.011958245,0.36708897,-0.26633614,-0.30539873,368,368,362,6,-1.0232133,491.43716,0.05457599,3.4964266,31,False,1.534579,,,,,,,,42,17,0.02553358,46,8,0,0.077488154,18.434507,0,0,0.9610311,,,,,,,,,False,392,173395.80197612435,33.4015,5191.258,12.58977,40,89262.67739127306,41.445423,2153.7402,12.961867,40,119595.74440023072,36.444454,3281.5896,12.053606,1.2045183,0,0,0,1,0,0.9082613,0.37209702,0.5361643,32.554432,0.97764426,1,20,4,11,23.120052,-1.6084464,0.9953645,902.3618,6.40485,5500.0,4.0,0.0,222,,,,11.807674,0.016011445,16,23.370918,NOT_AVAILABLE,215.77671841798684,31.98143268321019,132.06980378655706,-5.618176498451992,False,False,0,True,True,True,False,False,False,True,False,1.0286146e-13,5.137878e-13,0.9999169,,,,,,,,,,,,,,,,,,,,,,,0.0893561613870531
111,111,111,111,111,111,111,111,427,1636148068921376768,Gaia DR3 604910443873993600,604910443873993600,1516801484,2016.0,132.82635064638183,0.014403302,11.723653029684678,0.0076949284,1.133188255371952,0.016980164,66.736,11.733906,-11.31539360934493,0.01759964,-3.105866000897052,0.013233561,-0.27870548,-0.10761867,-0.19606704,0.030812342,0.13859335,0.05894624,-0.024652978,0.23232844,-0.16295823,-0.26765412,366,0,365,1,-0.565069,350.70218,0.0,2.1184292e-15,31,False,1.5729319,,,,,,,,42,18,0.025704285,44,9,0,0.083073094,14.487245,0,0,0.97809595,0.37556627,0.5593032,0.32569703,0.24150632,-171.90721,10.913576,-53.219246,-17.781166,False,363,91968.45226585573,15.766067,5833.3164,13.27827,40,50920.94581326064,32.169662,1582.8872,13.571301,38,58873.56696047302,24.7255,2381.087,12.823094,1.193828,0,1,0,0,0,0.7482071,0.2930317,0.4551754,33.211887,2.4168916,2,19,5,13,12.573964,,,902.36163,,6000.0,4.5,-0.5,101,,,,12.632576,0.037977852,14,,NOT_AVAILABLE,215.77828893345688,31.865472268094297,131.9821522070636,-5.694599212881522,False,False,0,True,True,False,False,False,False,True,False,1.04659106e-13,5.22767e-13,0.999739,6122.377,6075.896,6135.4316,4.1979,4.1708,4.235,-0.3324,-0.3517,-0.3244,803.5662,756.9246,838.3649,0.1061,0.0808,0.1136,0.0904,0.0687,0.0968,0.0486,0.0369,0.0521,PHOENIX,0.0893929827839854
112,112,112,112,112,112,112,112,432,1636148068921376768,Gaia DR3 604911509025877248,604911509025877248,734845555,2016.0,132.77006290559672,0.014669974,11.765787924725634,0.008652338,1.1297534408615235,0.01767247,63.92731,11.521779,-11.180113572143137,0.017727097,-2.7850391802129577,0.013070784,-0.37051046,-0.14915279,-0.24772859,0.17196146,0.18249471,0.18807909,-0.20459017,0.3012351,-0.17181341,-0.29404545,330,0,329,1,-0.8281854,305.94183,0.0,0.0,31,False,1.5659194,,,,,,,,38,18,0.026449509,40,10,0,0.083141975,9.297193,0,0,0.96662545,0.3621871,0.5369769,0.3057901,0.20726049,-175.41833,15.862135,-53.962093,-25.723227,False,345,84723.1188236556,131.53043,644.13324,13.367362,37,46301.51999180486,248.50769,186.31825,13.674554,37,55094.286424514576,258.72668,212.94397,12.895129,1.1967903,0,0,0,0,0,0.77942467,0.30719185,0.47223282,25.087133,11.17953,2,19,2,14,11.775332,,,902.36163,,5750.0,4.5,-0.5,101,,,,12.685941,0.024760319,18,,VARIABLE,215.70606083188173,31.83309713000241,131.91735247524565,-5.66901527041632,False,False,0,False,False,False,True,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,6048.417,6030.099,6066.9233,4.1725,4.1558,4.1846,-0.326,-0.3406,-0.3118,850.9714,834.5228,875.3156,0.125,0.1151,0.1353,0.106,0.0975,0.1147,0.057,0.0524,0.0617,PHOENIX,0.089879760351584
113,113,113,113,113,113,113,113,433,1636148068921376768,Gaia DR3 604916770361557504,604916770361557504,934505294,2016.0,132.93636327609062,0.015877599,11.779444275070045,0.008150129,1.1711187606178073,0.01837795,63.72412,11.507124,-11.116690959825416,0.019735591,-2.9720513034679388,0.015578255,-0.17109728,0.05608352,-0.05903403,-0.17587979,0.04920042,-0.0963949,0.13812095,0.30482858,-0.28566685,-0.26517367,362,326,361,1,0.43536466,551.24133,0.07205159,5.5810804,31,False,1.4980011,,,,,,,,41,17,0.028982,46,7,1,0.08495317,17.413609,0,0,1.015419,,,,,,,,,False,394,152830.08621609228,28.647738,5334.8047,12.726845,36,72783.61543664991,36.019894,2020.6505,13.183458,37,113367.11004102694,43.175278,2625.7412,12.111678,1.2180241,0,0,0,1,0,1.0717802,0.45661354,0.61516666,34.373886,1.159203,1,19,7,10,19.906101,1.7270174,0.030749304,870.9536,16.595858,5000.0,3.5,0.0,222,,,,11.866876,0.024720617,12,,NOT_AVAILABLE,215.7717966606453,31.98664588782485,132.0710550127892,-5.611614919466936,False,False,0,True,True,False,False,False,True,True,False,1.03066034e-13,5.1480966e-13,0.99989665,5059.5493,5033.6426,5072.2725,3.5667,3.4822,3.5898,-0.0398,-0.069,-0.029,894.9788,870.6878,975.9683,0.1128,0.0918,0.1238,0.0906,0.0737,0.0995,0.048,0.039,0.0527,MARCS,0.0898848933965444
114,114,114,114,114,114,114,114,436,1636148068921376768,Gaia DR3 604916117526551680,604916117526551680,12977433,2016.0,132.89369951518378,0.021658722,11.730401392480838,0.010455759,1.153956309976424,0.025827704,44.679012,11.214288,-10.83227375679001,0.026654394,-2.9020835747875022,0.01817118,-0.23422627,-0.22854345,-0.066975094,0.081597455,0.115298115,0.055618647,0.002900761,0.28153345,-0.23688751,-0.11450573,386,9,385,1,0.39307806,398.7221,0.01648997,0.120310254,31,False,1.5485781,,,,,,,,44,17,0.037644733,47,8,0,0.058112063,17.311829,0,0,1.013411,,,,,,,,,False,403,32133.94673074617,6.140766,5232.8887,14.419957,42,17053.91598438739,15.475413,1102.0007,14.758982,40,21552.746865241385,16.972271,1269.88,13.914139,1.2014292,0,0,0,0,0,0.8448429,0.33902454,0.50581837,31.012573,10.097871,2,15,4,8,5.461359,,,851.5247,,5500.0,4.0,0.0,111,,,,13.601906,0.09064242,16,,NOT_AVAILABLE,215.8036436781213,31.928167206487828,132.0440801629862,-5.670174654370159,False,False,0,True,True,False,False,False,True,True,False,1.0355536e-13,5.1725383e-13,0.99984825,5619.3706,5600.587,5650.5063,4.4204,4.3896,4.4384,-0.1743,-0.1957,-0.1344,770.8977,750.2207,811.9415,0.0378,0.0253,0.0575,0.0315,0.021,0.0479,0.0168,0.0112,0.0257,MARCS,0.0903587612474162
115,115,115,115,115,115,115,115,438,1636148068921376768,Gaia DR3 604921580724745984,604921580724745984,613184632,2016.0,132.84638694650317,0.016391054,11.901384065213168,0.009080598,1.1616816228051514,0.02016676,57.60378,11.162562,-10.820815682028218,0.02003534,-2.740937426139016,0.014984284,-0.23663068,-0.14949505,-0.06764815,0.058985908,0.095613055,0.055683967,-0.0006903791,0.40206766,-0.20902379,-0.27249694,393,0,392,1,-0.7821604,368.49875,0.0,0.0,31,False,1.5602734,,,,,,,,45,19,0.029575793,47,9,0,0.08051004,18.58109,0,0,0.9711649,0.37766746,0.5361667,0.27966127,0.27433646,-166.94983,9.355241,-51.88629,-19.797722,False,403,46745.65056440988,9.352652,4998.117,14.013014,38,25297.397629647592,19.063984,1326.9733,14.3308525,39,30622.072322714223,15.65929,1955.5211,13.532809,1.1962497,0,2,0,0,0,0.79804325,0.31783867,0.48020458,34.96565,2.9334903,2,26,1,16,8.465882,,,902.3618,,5750.0,4.0,0.0,111,,,,13.271419,0.042565223,25,,NOT_AVAILABLE,215.59780645433813,31.95767378184125,131.9525860295886,-5.518227062079877,False,False,0,False,False,False,False,False,True,True,False,1.04659106e-13,5.22767e-13,0.999739,5701.643,5699.459,5704.6865,4.3513,4.3425,4.3607,-0.2928,-0.3016,-0.2839,799.9469,787.3554,812.8213,0.0012,0.0002,0.0032,0.001,0.0002,0.0027,0.0005,0.0001,0.0015,MARCS,0.0914584427437371
116,116,116,116,116,116,116,116,445,1636148068921376768,Gaia DR3 604914777496782720,604914777496782720,497966719,2016.0,132.75644759317666,0.016360693,11.797265827789168,0.008953138,1.119303305295679,0.018941615,59.09228,11.569738,-11.036393057701982,0.019234648,-3.472301913160365,0.014137189,-0.29458436,-0.12522817,-0.2119539,0.12897767,0.10488256,0.13095234,-0.13947321,0.24601683,-0.0892889,-0.22488385,355,0,355,0,5.0033,504.35526,0.05880881,2.995624,31,False,1.5664268,,,,,,,,41,18,0.027970003,43,10,0,0.07938974,14.80839,0,0,1.1939371,0.36978492,0.55662644,0.29227096,0.21032895,-169.29811,10.927043,-50.683834,-19.228176,False,354,85380.48266513657,18.316677,4661.352,13.358971,38,46765.75142829614,35.404495,1320.8987,13.663722,39,55337.87063158868,20.062305,2758.3008,12.89034,1.1958661,0,2,0,0,0,0.7733822,0.3047514,0.4686308,32.70981,2.3852074,2,21,6,14,12.327526,,,902.36163,,5750.0,4.0,-0.25,111,,,,12.606586,0.038339887,15,,NOT_AVAILABLE,215.6658453388389,31.834175775984168,131.89587660724675,-5.642336191327208,False,False,0,True,True,False,False,False,True,True,False,1.0360651e-13,5.175093e-13,0.9998432,5820.372,5803.634,5836.5337,4.171,4.1593,4.1838,-0.3585,-0.3752,-0.3417,834.9728,816.6597,852.5608,0.0356,0.0255,0.0454,0.0301,0.0215,0.0384,0.0162,0.0116,0.0207,MARCS,0.0924603316616925
117,117,117,117,117,117,117,117,452,1636148068921376768,Gaia DR3 604914983655018496,604914983655018496,406085814,2016.0,132.75640409617554,0.032409556,11.826187033639432,0.019245254,1.226805421256137,0.038420998,31.9306,11.994864,-11.528608769854998,0.038995024,-3.31178943714422,0.030300815,-0.26740047,-0.09346646,-0.09738593,0.06936401,0.13282716,0.09234253,-0.09245791,0.31203255,-0.06027845,-0.19718939,353,353,353,0,31.444614,3090.3606,0.27634767,96.644585,31,True,1.5622392,,,,,,,,41,18,0.05629053,43,10,0,0.07415558,15.181493,0,0,2.402818,,,,,,,,,False,363,187230.5198228259,34.773384,5384.305,12.506425,40,101649.21851904014,58.96022,1724.0305,12.820782,37,122201.1682531421,45.285633,2698.4534,12.030207,1.195587,0,16,0,0,0,0.790575,0.3143568,0.47621822,34.586624,1.3128195,1,14,6,12,19.644455,0.7386562,0.20021625,902.36163,13.585787,5750.0,4.5,-0.5,101,,,,11.849127,0.033270396,8,,NOT_AVAILABLE,215.63490494574444,31.846240583123222,131.88794957323682,-5.614511660200388,False,False,0,True,True,False,False,False,True,True,False,1.03506843e-13,5.1701146e-13,0.999853,5769.6177,5743.8926,5809.6553,4.1084,4.0372,4.2123,-0.2908,-0.3154,-0.2574,629.1873,520.7465,716.3731,0.0332,0.0169,0.0567,0.028,0.0142,0.0478,0.0151,0.0076,0.0257,MARCS,0.093037744509872
118,118,118,118,118,118,118,118,465,1636148068921376768,Gaia DR3 604914949295282816,604914949295282816,133035183,2016.0,132.75330618262134,0.02022296,11.814653311082743,0.011412269,1.1296682844559027,0.02418699,46.70562,11.153174,-10.813268968135509,0.024250466,-2.7324920025312696,0.019186178,-0.33714727,-0.1308704,-0.14624959,0.19620976,0.1103759,0.17726451,-0.18724592,0.31343526,-0.04109149,-0.30039433,374,0,372,2,-1.3560878,338.32947,0.0,2.0981288e-15,31,True,1.5464274,,,,,,,,43,17,0.03622583,45,10,0,0.08140037,16.431337,0,0,0.94947296,0.3128237,0.5586304,0.24850456,0.18755662,-166.49603,13.373463,-49.760727,-19.561413,False,386,31157.00260191033,6.501657,4792.1636,14.453478,42,16430.4843552252,19.413185,846.35693,14.799417,43,20984.446660893213,14.77151,1420.6027,13.943151,1.2008514,0,1,0,0,0,0.85626507,0.34593868,0.5103264,31.731384,6.29003,2,21,5,14,5.360934,,,902.36163,,5750.0,4.5,0.0,222,,,,13.6760645,0.14114584,17,,NOT_AVAILABLE,215.6457428355913,31.838660624232105,131.88816169863077,-5.626435441145579,False,False,0,False,False,False,False,False,True,True,False,1.03506843e-13,5.1701146e-13,0.999853,5608.984,5592.844,5644.7734,4.4219,4.391,4.4368,-0.1666,-0.1845,-0.1264,773.7507,757.3897,818.8084,0.0549,0.0443,0.0779,0.0457,0.0369,0.065,0.0245,0.0197,0.0348,MARCS,0.0947666033431385
119,119,119,119,119,119,119,119,466,1636148068921376768,Gaia DR3 604919789722800256,604919789722800256,745420461,2016.0,132.91693931839475,0.0151202995,11.878705222461525,0.0075506885,1.1667045150912894,0.019140307,60.95537,11.159939,-10.822617087722866,0.019493468,-2.723085826869601,0.012731782,-0.20674919,-0.036725007,-0.14264472,0.060585782,0.07357275,0.08306455,-0.06472561,0.45270234,-0.29215065,-0.18338302,438,0,433,5,-2.3557353,363.95596,0.0,0.0,31,True,1.5689228,,,,,,,,50,18,0.028296681,53,10,0,0.057956383,16.286953,0,0,0.9198155,0.30624786,0.6023317,0.28132015,0.24126503,-167.67563,6.4852705,-51.2047,-14.354226,False,455,65264.09041262117,9.01773,7237.308,13.6506815,50,35925.07670026568,21.783482,1649.189,13.9500475,46,42011.24753146016,18.858212,2227.743,13.189482,1.1941686,0,0,0,1,0,0.76056576,0.299366,0.46119976,28.225704,3.3470788,2,26,4,15,10.508083,,,902.3619,,6000.0,4.5,-0.5,101,,,,12.943517,0.045171615,22,,NOT_AVAILABLE,215.65611214439733,32.010917740706496,132.0255284295154,-5.521276646109827,False,False,0,False,False,False,False,False,True,True,False,1.03982646e-13,5.193881e-13,0.9998059,6004.92,5993.0576,6014.501,4.2661,4.2549,4.2766,-0.3233,-0.3318,-0.3149,837.8776,823.8827,853.5883,0.0558,0.0498,0.0609,0.0472,0.0421,0.0516,0.0254,0.0226,0.0277,PHOENIX,0.0949343608414608
120,120,120,120,120,120,120,120,472,1636148068921376768,Gaia DR3 604922748956025216,604922748956025216,1534820509,2016.0,132.8990278346759,0.014273779,11.892973386369524,0.007382979,1.1370045521599306,0.01735787,65.5037,11.551909,-11.215168887955024,0.01780236,-2.768860561402737,0.012281613,-0.20896049,0.013588456,-0.13215837,0.036408596,0.061315157,0.06813569,-0.069259174,0.35831895,-0.28183693,-0.15944497,439,439,433,6,3.1533244,967.4941,0.085454114,11.659506,31,False,1.4808327,,,,,,,,50,18,0.025530891,52,10,1,0.053280447,15.818792,0,0,1.1088856,,,,,,,,,False,444,296067.225664648,61.01459,4852.4004,12.008891,49,135847.65758979847,50.11983,2710.4573,12.505912,45,227765.08381864865,87.32394,2608.2778,11.354177,1.2281425,0,0,0,0,0,1.1517344,0.49702072,0.65471363,33.68486,0.4352141,1,24,2,14,44.597046,0.4110317,0.28349677,902.3619,8.630941,5000.0,3.0,0.0,222,7.806063,6.1844106,22.0,11.086808,0.009643063,22,44.554623,NOT_AVAILABLE,215.63218762211685,32.000958009304455,132.00468360235442,-5.512315539328705,False,False,0,True,True,True,False,False,False,True,False,1.0219287e-13,5.104483e-13,0.99998313,,,,,,,,,,,,,,,,,,,,,,,0.0958505173695037
121,121,121,121,121,121,121,121,476,1636148068921376768,Gaia DR3 604922985178465152,604922985178465152,704048108,2016.0,132.87248424685583,0.018987224,11.90386630124216,0.010836144,1.1048762648496964,0.024397686,45.286106,11.116736,-10.76953785720097,0.024429806,-2.7566059423430302,0.018499263,-0.28076926,-0.00086430984,0.046052646,-0.03503188,-0.0072280425,-0.033846997,0.07519396,0.449449,-0.26341933,-0.33465475,396,361,396,0,9.896089,1130.0656,0.14113311,23.328999,31,True,1.5688503,,,,,,,,46,17,0.036788233,48,8,0,0.077997,18.772522,0,0,1.3730524,,,,,,,,,False,405,158563.52322279592,30.097498,5268.329,12.686858,44,86986.45085852053,36.008755,2415.703,12.989913,41,102082.7918763778,33.991714,3003.167,12.225514,1.192388,0,0,0,1,0,0.7643986,0.3030548,0.46134377,34.597507,2.2582242,2,25,4,13,22.957264,,,870.95374,,5750.0,4.5,-0.25,101,,,,12.027249,0.02118808,21,22.862207,NOT_AVAILABLE,215.6077234381075,31.981911826232885,131.97659704359918,-5.508896878640644,False,False,0,True,True,True,False,False,False,True,False,1.0414262e-13,5.2018714e-13,0.99979013,,,,,,,,,,,,,,,,,,,,,,,0.0964152888931259
122,122,122,122,122,122,122,122,479,1636148068921376768,Gaia DR3 604914468259140224,604914468259140224,1767593079,2016.0,132.76351880731738,0.013276726,11.763156733182734,0.0073378235,1.211770448373849,0.015545827,77.94828,11.413601,-11.051536582338835,0.016561687,-2.8519859062637685,0.011561194,-0.28515622,-0.14245562,-0.0699439,0.16979662,0.12580448,0.12781753,-0.14923781,0.11344888,-0.15831201,-0.12785733,347,347,346,1,-1.3995006,469.82477,0.047303677,2.9374535,31,True,1.5631588,,,,,,,,40,18,0.023198726,42,9,0,0.09337376,12.044787,0,0,0.94593215,,,,,,,,,False,357,187507.13517252007,38.020134,4931.785,12.504823,37,101927.99425807888,59.348274,1717.4551,12.817808,38,122124.8134827836,49.252167,2479.5825,12.030886,1.1949028,0,0,0,0,0,0.78692245,0.31298542,0.47393703,34.081654,1.0680512,1,23,9,14,24.796272,0.7017365,0.16459294,751.097,14.645472,6000.0,4.0,0.0,222,,,,11.83899,0.0204161,14,24.448847,NOT_AVAILABLE,215.7057139107088,31.826177503081155,131.91187370712748,-5.673286609092941,False,False,0,True,True,True,False,False,True,True,False,1.0453929e-13,5.221685e-13,0.9997508,5824.668,5798.43,5849.5894,4.031,3.9943,4.156,-0.1775,-0.2068,-0.1589,737.6349,585.0456,788.0219,0.0562,0.0394,0.0703,0.0474,0.0332,0.0594,0.0255,0.0178,0.0319,MARCS,0.0967557500458647
